,tweets
226,"52 Arrests for riot last night in #BrooklynCenter, an unknown more were cited and released related to the emergency… https://t.co/7FoxtKVCep"
227,"9:42 After munition gas went off?
Woman runs and people helping as she yelling they shot my throat
A woman with a r… https://t.co/4zmFN10dsQ"
228,"Emergency Curfew in place #BrooklynCenterMN. 

#BrooklynCenter #Minnesota #SaturdayMorning  #MinnesotaProtests #DaunteWright"
229,Retrauma across the board rampant in the Twin Cities right now all because of Police violence #minneapolis… https://t.co/HsYXTiODkS
230,"This is becoming ridiculous! They’ve been nasty to the Press all week long. I’ve watched ⁦@KSTP⁩ reporting, on the… https://t.co/jVsszpK4ZZ"
231,"Black lies matter bozo azz clown squeals like a pig.
😂😂😂😂😂😂😂😂😂

#DaunteWright #AdamToledo #BrooklynCenter… https://t.co/eqOPZAYUUX"
232,There were some really beautiful moments before troopers stormed the fifth consecutive protest for #DaunteWright in… https://t.co/YAuAyf2o4f
233,"Asked to prove you're press in order to pass, or stay? Fine. We comply with those requests all the time. But report… https://t.co/msALPE4fLf"
234,Last night @GovTimWalz used his militarized police task force against Minnesota citizens and the Press to remind th… https://t.co/gCLVzUJC6N
235,Will your bus company pledge to NOT provide means for mass arrests?We would love to thank any &amp; all bus companies t… https://t.co/Fh0NJ4B7vh
236,"""Slash their tires, so they don't drive away, if you need to."" #BrooklynCenter police. @keithellison @AGEllison hav… https://t.co/kw7hWriM0e"
237,"In many states, it's illegal to hang from rearview mirror &amp; was stated pretext for pulling over #DaunteWright. Poin… https://t.co/5yphslt6Ls"
238,"Yoooo....big time shout out to this network yet again!!! 

We were able to get together A TON of donuts from… https://t.co/cefOKzcvOJ"
239,There are #emotions being felt on both sides of the fence in #BrooklynCenter. This is how they choose to express th… https://t.co/FoG7vcHoRy
240,Crucial read for understanding the operation of the kettle in #BrooklynCenter  #Minnesota https://t.co/nruJ6VNY2S
241,#NowOnAir #NowStreaming it's #TheShelettaShow on @wccoradio sponsored by @OttoBremer. Overnight things got thick in… https://t.co/5DZtu8Iv7T
242,"Working with other union members, giving away free food in Brooklyn Center! 6700 W Broadway Ave. Lots of food (and… https://t.co/dhb0WxQw4i"
243,"PODCAST: Evidently, All That Matters Is Skin Color When Police Shoot Someone
https://t.co/slxElj4BvA… https://t.co/j3CyJaPuXV"
244,"This is a good summary of the shameful, antagonist and traumatic tactics being used against Minnesota residents and… https://t.co/ZvJ3fk5FIR"
245,"Los Angeles, this is where you need to be tonight. Candlelight Vigil and March for #DaunteWright and #AdamToledo… https://t.co/tunX4qMv6a"
246,"Also, who is running this dumpster fire (i.e., who does not deserve reelection, who deserves scorn for presiding ov… https://t.co/iiouR9Md2S"
247,"In #BrooklynCenter, ghost of racist past still haunts Minnesota's most diverse city https://t.co/etSpFIbtCR via… https://t.co/0QHGlNZVwO"
248,Be safe out there patriots .. they are hunting ! #BlueLivesMatter #JusticeForDaunteWright #BrooklynCenter  maybe le… https://t.co/U58bt0djJt
249,"What do you think, @GovTimWalz ? You want people to arm and kill some Minnesotans? Is that neighborly? Is Kyle Ritt… https://t.co/3uVjDTHuqj"
250,It’s their way or your going to jail or you’re going to be killed! Plain and simple. All while @GovTimWalz is hidin… https://t.co/YVYZGdrJDi
251,"Minneapolis City Council calls for police to stop using tear gas, rubber bullets against protesters
#News #Office… https://t.co/yRhYVWbIJ2"
252,"#BrooklynCenter If Minnesota is still considered one of America's most livable states, I hate to think what the lea… https://t.co/rA7nNx1Zcu"
253,"#BrooklynCenter #DuanteWright If Minnesota is still considered one of America's most livable cities, I hate to thin… https://t.co/5eqUw5ne9J"
254,“But that happened in #BrooklynCenter last night.” https://t.co/DMbsbYAMSX
255,"CPJ calls on law enforcement in #BrooklynCenter, MN, and around the U.S. to ensure that journalists can freely and… https://t.co/dXaac308Uv"
256,"The arrests in #BrooklynCenter last night were particularly violent, despite no curfew going into effect until like… https://t.co/TZF2oISx5C"
257,@AmityDimock @Snow_Fyre82 @gofundme Not only is this the SAME #BrooklynCenter police dept. that killed… https://t.co/gTRQ7Q0FK1
258,This is terrible... #BrooklynCenter #DaunteWright https://t.co/cDNym7yVtC
259,@JonFarinaPhoto stood his ground and refused to be photographed #BrooklynCenter #DuanteWright https://t.co/8nvE8Vv6Cq
260,Not in Minneapolis? @MPD_150's materials (not MN specific) are available for only the cost of shipping (just enter… https://t.co/lGJs1S03oD
261,Solidarity with everyone in the streets fighting state sponsored terrorism. #BrooklynCenter #Portland #Chicago #Oakland 🏴 #AbolishThePolice
262,"@GovTimWalz
 @MinneapolisPD
 
This is how you respond to the murder of a young black man. Disgusting doesn't begin… https://t.co/yuwUJArozC"
263,#Law #enforcement officers #pepperspray demonstrators and working media during the sixth night of protests over the… https://t.co/69zXPlciyp
264,I just want to know why not many people are talking about what is happening in Minnesota.  Seems like a big deal to… https://t.co/A1v2UxvBZh
265,"@maxnesterak @MN_CRIME Kudos for the correction.  👍

I can't tell you how many accounts/organizations I have blocke… https://t.co/1Yk2mMVHcM"
266,"While #PrincePhilipfuneral’s is important, I am disappointed by the failure of the #media to cover the ongoing, urg… https://t.co/h9rj8sBWrz"
267,It’s no accident that left-behind suburbs like #BrooklynCenter MN are at the center of a crisis in civil rights.… https://t.co/yfNykAZ5wP
268,The #BrooklynCenter scene this morning: a community coming together. Hours after police arrested more than 100 prot… https://t.co/B2Mf5Zqn50
269,"Do they ever call the National Guard when the majority race is protesting, looting &amp; damaging state property? #CapitolRiots #BrooklynCenter"
270,"📸D6 of the #BLM #DaunteWright protests in #BrooklynCenter, a sense of despair emanates from a protester as she stan… https://t.co/zw3zDNn2Wd"
271,"So in #BrooklynCenter a @PioneerPress #photojournalist had his finger nearly shot off by a #rubberbullet, a veteran… https://t.co/6ZfXYbVpC4"
272,"All Cops are Bastards is my new jam.  Can't get it out of my head.
#acab #LentsPark #BrooklynCenter… https://t.co/uCLGVGzyms"
273,#Police in #Minnesota are working very hard to be very transparent about just how much they don’t know #WTF they’re… https://t.co/9MraCwKGA2
274,TO ALL JOURNALIST working protests in #Brooklyncenter. Print this out and keep it with you. https://t.co/STMvhQ1zyj
275,"This looks like a positive, proactive step towards deescalation that is long overdue and should be discussed nation… https://t.co/VkGh8mRkt4"
276,Really wanna know how journalists are being targeted specifically regardless of the chaos going around them.… https://t.co/jYvocHSGZO
277,"This. Is. Terrorism. 

State. Sponsored. Terrorism.

#BrooklynCenter https://t.co/Z8nFAScOfD"
278,Night 6 of protests in #BrooklynCenter (2/2): https://t.co/JkiJbmaD3X
279,My partner and I did a podcast talking about the #Minneapolis #protest in #BrooklynCenter go check it out I also in… https://t.co/vWI1HjINCD
280,Night 6 of protests in #BrooklynCenter (1/2): https://t.co/KIigYhFv80
281,"📣 New Podcast! ""Where Adam Toleda's Parents Were Is Irrelevant, and How I Keep My Sanity In The Midst of All This T… https://t.co/FGHpQBzz67"
282,"Lots of opportunities to show up for our community right now, including this one. Volunteer at the Blue Barn in… https://t.co/g2r01d6mbY"
283,"@wcco @RegChapman 
How about an interview with the POC Brooklyn Center residents that want the end to these protest… https://t.co/owtRUGEN79"
284,"No more protests, it’s time for the revolution. #AdamToledo #BrooklynCenter #AbolishThePolice"
285,I grew up during the 80's when the USSR was the big baddie we were always told was out to get us. They showed us pi… https://t.co/Qg83Pgd9au
286,"Who needs a First Amendment? 
#BrooklynCenter https://t.co/LMWJLHA4x3"
287,"📣 New Podcast! ""36 - Isaiah Walker - Cloud Surfing with Jake Rider"" on @Spreaker #basketball #brooklyncenter… https://t.co/TU82i0BwAk"
288,"The world is watching

Treating domestic press like this is reprehensible and illegal. Doing so to the foreign pres… https://t.co/VliqsWBNk7"
289,This is the #Minnesota I want more of. Thank you #BrooklynCenter Superintendent Carly Baker for your amazing leader… https://t.co/yGCwme6h5T
290,Large number of POC Brooklyn Center residents met with Governor to demand he return peace &amp; quiet to Brooklyn Cente… https://t.co/c9JyX0p8tm
291,"They left #DaunteWright body on the streets.

#StatusCoup
#DerekChauvin 
#GeorgeFloyd
#BrooklynCenterMN… https://t.co/8dnxd0UI4y"
292,VIDEO: Biden’s America 🇺🇸-clashes in #Chicago overnight following the police killing of 13-year-old #AdamToledo.… https://t.co/UaC1ymS2vs
293,"The youth last night were #oncode. Doing everything right. Being CONSTRUCTIVE. 

This scared the militarization. No… https://t.co/5j6WEkUHg8"
294,"📸D6 of #DaunteWright protests in #BrooklynCenter, some people choose to visit the memorial that has developed on th… https://t.co/abkGjJ4Xif"
295,"There's been police helicopters in the air, almost nonstop since yesterday! #Portland #Minneapolis #BrooklynCenter #Chicago"
296,"I hope MS13, the Crips, Bloods, Gangster Disciples, &amp; other competitors to the #BrooklynCenter Police Department ar… https://t.co/Eq8nfsxls5"
297,"@jaspercolt OMG !

Sounds like a dictatorship . . .  

Is this #BrooklynCenter or #Belarus ?

#FreePress https://t.co/gBG0ON5YJA"
298,"Emergency curfew put in place about 11pm now lifted as of 6am. About 100 people arrested last night, the highest nu… https://t.co/DOD40mKoWr"
299,It's ok America.......the police are here to keep us safe although they HAVE NEVER stopped a active shooter.… https://t.co/MRvWvwen8n
300,Eff the police #acab #BrooklynCenter #Minnesota #Minneapolis https://t.co/zVY5g9ZHBE
301,.@mayor_elliott You're failing. Brooklyn Center Police are assaulting the media. Get your rabid police dogs under c… https://t.co/gyUBLiHKai
302,WOOOW.....no other profession can you murder someone and get protection like you are a victim. #police… https://t.co/pz4sEpA3zG
303,"EXPLAINER: What Chicago boy's death says about foot pursuits
#Police
#PoliceBrutality 
#Minnesota 
#BrooklynCenter… https://t.co/AQ1ZwwFW9C"
304,#BrooklynCenter | Protests continued Friday night after the fatal shooting of #DaunteWright. #Minnesota State Troop… https://t.co/tKMdSiGHP9
305,"Who can link instructions for making shields such as those produced en masse in PDX last summer? 

Producing shield… https://t.co/Q5WZyFmRCl"
306,"Minnesota mayor blasts police tactics to control protesters
#Police
#PoliceBrutality 
#Minnesota 
#BrooklynCenter… https://t.co/TD5iRUAfGK"
307,VIDEO: Biden’s America 🇺🇸- firefighters tackling blaze outside @Apple store during overnight disturbances in… https://t.co/91Oc9UWd9w
308,Independent #press are being targeted and brutalized covering the protests for #Dauntewright in #BrooklynCenter MN.… https://t.co/IHiv2RblCH
309,"Chicago police critics call for charges in shooting of boy
#Police
#PoliceBrutality 
#Minnesota 
#BrooklynCenter… https://t.co/ieIzUz1gzR"
310,When #BlackLivesMatter goes home... #BrooklynCenter after hours. Agitators https://t.co/BiqeqvTOeP
311,"""Authorities break up Friday night protests, make 100 arrests outside Brooklyn Center police station""… https://t.co/RN0qphHNIl"
312,For anyone around the Twin Cities that need some free food this is in Brooklyn Park tomorrow! #minnesota… https://t.co/k0oZc12WMF
313,"#BrooklynCenter
(Missed this earlier)

Crowd control munition strikes a demonstrator in the crowd.  https://t.co/n9wXKZTGtF"
314,"#Minnesota PD kettle and arrest #protestors in front of #BrooklynCenter 
#DaunteWright https://t.co/etVWXa3iaG"
315,"@NickAtNews Well-identified PRESS (chest/back, left/right/rear head) nobody in my immediate area, taking photos 90f… https://t.co/kNJhLZa3Vb"
316,"Thousands march in Chicago, protesters gather at Brooklyn Center PD https://t.co/m92Ipvzzjv via @MailOnline      #BLM      #BrooklynCenter"
317,"@AlexKentTN @AFPphoto @EleonoreSens Well-identified PRESS (chest/back, left/right/rear head) nobody in my immediate… https://t.co/fbB7NIa2L3"
318,@GovTimWalz the Press doing their jobs. What the hell is this other person doing? Tax dollars should not pay for un… https://t.co/xKwtUU7c5i
319,"@MinnesotaOSN @BrklynCenterMN Well-identified PRESS (chest/back, left/right/rear head) nobody in my immediate area,… https://t.co/UrDKTpnWlM"
320,"CHANGE FROM THURSDAY AT #DaunteWright PROTEST: ""Today they reversed the script,"" says Kenneth Lax, 42, #StPaul. ""I… https://t.co/M498JawPqH"
321,"@jaspercolt @ByLizSawyer #BrooklynCenterMN 
Did the #Police make the #protestors lie flat on their stomachs, take p… https://t.co/J3J8wHb5R3"
322,"Yo I still don’t understand this, how do you mix this up! How?🧐 #rip #DaunteWright 🥺🕊 #howdidthishappen #protests… https://t.co/F1RQYh3nnu"
323,"Take a listen. #southsideunicorn 
has something to say about  what is happening around us. #podcast
#closernation… https://t.co/ppzwCoQ9QN"
324,Does this look like a FN tazer lady??? We have bigger problems. #Minneapolis #BrooklynCenter https://t.co/mBz56EtwvM
325,"""Law enforcement moves in, makes arrests on sixth night of Brooklyn Center protests"" https://t.co/DHXnFz3Ppx… https://t.co/Ik0A1Je9rp"
326,"In case anyone is confused, #BrooklynCenter is in America and #DaunteWright was shot by #US cops. Nothing to do the… https://t.co/LSNZ94nikK"
327,"Tonight's #BrooklynCenter protest started peaceful but ended with pepper spray, rubber bullets a kettle and arrests… https://t.co/XIKxyzgmb4"
328,Do something! #BLM #Minnesota #PoliceAccountability #PoliceBrutality #BrooklynCenter https://t.co/JaCV6opYWo
329,"@uspresstracker Well-identified PRESS (chest/back, left/right/rear head) nobody in my immediate area, taking photos… https://t.co/KbB1YNaCKB"
330,9:55 p.m - - Authorities have declared the protest outside of the #BrooklynCenter Police Department an unlawful ass… https://t.co/6QWMwx6w6P
331,"Hey, USA...your friends in the Minneapolis metro here. We are living in a militarized police state. We are being tr… https://t.co/iO6OIVf9sH"
332,"#msnbc Thank you for sharing it again! #Minnesota 
#BrooklynCenter #BLM
 https://t.co/4LsNy4E4Zj"
333,"#BrooklynCenter
~100 arrests overnight in Minnesota. https://t.co/NmtH9YWxsT"
334,"#BrooklynCenter 
Update from @MinnesotaOSN press briefing.

2/2
Full: https://t.co/5Q6sJSzD8s https://t.co/atQLMNWj44"
335,"#BrooklynCenter 
Update from @MinnesotaOSN press briefing. 

1/2
Full: https://t.co/5Q6sJSzD8s https://t.co/VjVeoVFJi5"
336,"#DaunteWright Around 100 arrests, law enforcement say people showed up with weapons just before 10pm, attempting to… https://t.co/4WQuURuUHb"
337,"Law enforcement moves in, makes arrests on sixth night of Brooklyn Center protests… https://t.co/LlVSrwJZVT"
