,tweets
207,If you are attending a protest against #PoliceBrutality for justice for #GeorgeFloyd #DaunteWright #AdamToledo or a… https://t.co/gFkol0tKBC
208,This is how you know the Minn Police  give ZERO f@$ks: They murder #DaunteWright at the height of the #GeorgeFloyd… https://t.co/tY00Oxv8YX
209,Polymarket has a 28% of zero conviction for Derek Chauvin #GeorgeFloyd case with interesting implications for both… https://t.co/A1cMpp1Kfr
210,"""To keep the movement going get with a working class organization making clear demands like defunding the police by… https://t.co/byI0XYx6CQ"
211,"#DaunteWright,#GeorgeFloyd, the fat dude selling those cigarettes, etc etc these people were resisting arrest. If t… https://t.co/SWkqcTkn14"
212,Protest honoring George Floyd. #BLM #BlackLivesMatter #GeorgeFloyd #SayTheirNames https://t.co/Z7Y5ybQdot
213,I love this song. Love how @Eminem gives prayers for #GeorgeFloyd and talks about dirty cops. Glad there's still go… https://t.co/WbE5onjgjT
214,While #GeorgeFloyd was being choked to death a bystander called the police ON the police.
215,@SommersKendra @Lion22341195 @AllysonBlairTV @HawaiiNewsNow I agree that genocide is hyperbole but increasingly evi… https://t.co/NhgbNTUAPt
216,".

How come conservative heroes are patriots who acted in self-defense but liberal heroes are guilty thugs resistin… https://t.co/8WUIbKAUDJ"
217,So I scream again... STOP KILLING BLACK PEOPLE - SAY HIS NAME - SAY HER NAME - SAY THEIR NAME #SayHisName… https://t.co/dLyoOFRiXJ
218,"actions of police making it imp for him to breathe.
This same white man is expert witness in #GeorgeFloyd's case fo… https://t.co/BJUhMmnHC6"
219,"... btw police killings of Anton and #GeorgeFloyd.""

Then-Greensboro Police Ofc Thomas Webster IV, Centreville Ofc… https://t.co/xOgiBxtJ6k"
220,"Justice comes first but justice is the MINIMUM. 

Black and brown people don’t want to have to demand for justice a… https://t.co/DBEbPKZVUQ"
221,"Dear White America: You always tell ""liberals"" &amp; "" black people(non🦝s)"" to stop crying about justice  &amp; the system.… https://t.co/QkRgcv7w06"
222,Racial justice advocates and critics of police violence took to the streets for protests in multiple U.S. cities Fr… https://t.co/PyfTgjmU0Q
223,"Thrghout Trial Over #GeorgeFloyd’s Death, Killings by #Police Mount https://t.co/OCKw63yuy4 #BlackLivesMatter… https://t.co/xdKov2HjK1"
224,"As America prepares for the verdict in the #DerekChauvin trial, I travelled to #Minneapolis this week - a city on e… https://t.co/z09GfrUdqJ"
225,#SanDiego #Protest # DuaneWright #GeorgeFloyd #BlackLivesMatter https://t.co/uXlhnqMhCN
226,@kyledcheney @Bencjacobs Why aren’t these people in jail?? #GeorgeFloyd is dead and all he did was had a counterfei… https://t.co/vUxmFBCyMu
227,@GOP What's wrong with this picture? #AdamToledo #BreonnaTaylor #GeorgeFloyd #DuanteWright #TamirRice #DanielPrude… https://t.co/uy5qKVLi6i
228,Saturday’s episode of THE POLITICRAT daily #podcast. #SpotifyPodcasts @spotifypodcasts #DaunteWright #GeorgeFloyd… https://t.co/iGokUB8ZHn
229,"Dropping THIS MONDAY APRIL 19 NOON!

Only at https://t.co/9ezTTmouHI!

JOIN. CONNECT. SHARE. 

And let's go through… https://t.co/BE6YJOUx3N"
230,Their “medical examiner” is trying to say that the exhaust from the car is what killed #GeorgeFloyd or the 10 NANOg… https://t.co/knDPlVru6x
231,"300 YRS OF OUR HANDS TIED BEHIND OUR BACKS (SLAVERY); 100 YRS OF KNEES ON OUR NECKS (JIM CROW)
#GeorgeFloyd #BLM @TheRevAl @TheBeatWithAri"
232,"Folks, #3DDefenseClosingArgument in #DerekChauvinTrial 
3Ds k’led #GeorgeFloyd 
1.Drugs killed Floyd. #Asphyxiation… https://t.co/5JgYormeim"
233,"My dad is so pessimistic and hypocritical sometimes.  He thinks that the families of #DanteWright , #AdamToledo , e… https://t.co/URTyUXGIcX"
234,@AnikisKaren @mehdirhasan Close down US courts. No need for them. Cops can just continue to decide who lives n dies… https://t.co/0VvQ9JpNJy
235,"Listen to my friend's response to a policeman saying WE need to have compassion for THEM.

#GeorgeFloyd #AdamToledo… https://t.co/CTlTGFij7X"
236,"@MadisonSiriusXM I agree with you Joe. We need the police, but if I ever have to call for a police, I will ask for… https://t.co/Gq2OZwXham"
237,"@mehdirhasan the gang members who recruited him, did. His nickname says it all. This wasn’t a #GeorgeFloyd’s situation"
238,🎙NEW EPISODE—THE POLITICRAT daily #podcast episode 107: Black Lives Matter Forever https://t.co/pq14JKutQE… https://t.co/LkqkiOPjlT
239,"#BrooklynCenter #PoliceAbuse 
#GeorgeFloyd ‘s nephew was terrorized by cops.
#BlackLivesMatter https://t.co/dbUQ3dRDJK"
240,"Trump's DEA conducted ""covert surveillance"" on people protesting the killing of #GeorgeFloyd last summer in Philade… https://t.co/XxK3aGgBaV"
241,The US has reported at least 45 mass shootings in the last month https://t.co/9NZxCljPRA @JordanChariton… https://t.co/8eiRmu3lUl
242,She's HEREEEEEEEEEEEE!! I been waiting the whole show to talk to @amandakbrinkman on @wccoradio and it's finally ti… https://t.co/nL3IR4U5wr
243,"combined with my inevasible sense of failure to secure justice for #BreonnaTaylor, along with my insatiable thirst… https://t.co/P5oyYODkjc"
244,"Was he tased? Or shot dead?

What, NEITHER, you say???

But, but... #WhitePrivilege 

#PoliceBrutality… https://t.co/gGz3imacxq"
245,"#SaturdayMorning #SaturdayWisdom 

🛑STOP PLAYING INTO REPUBLICAN'S/TRUMPLICAN'S HANDS!!!🛑

#RacialInjustice… https://t.co/XTAhjPeTvL"
246,"""Black struggle is class struggle."" Event postponed. One of the panelists - Frances Wallace (Amazon Worker from Bes… https://t.co/u3oN8E3lkd"
247,"#SaturdayMorning #SaturdayWisdom 

☮️More we keep it peaceful.. more our cause shines.☮️

#RacialInjustice… https://t.co/Ay7jA2u5yB"
248,".... can’t believe it  😔 #fact #RIP 
#oscargrant #DuaneWright #BreonnaTaylor #TrayvonMartin #GeorgeFloyd… https://t.co/iAORpkY9G5"
249,"#RiotCops are named for what they do, not what they prevent.

Because cops all over the nation face 0 consequences… https://t.co/EI0H6cNQhp"
250,"Boom now where is your argument?

#BLM #BlackLivesMatter #KnowYourRights #Ally #Activist #civilrightsmovement… https://t.co/PfeMXmpRXb"
251,"Prosecution Rests in Chauvin Trial and the Jury Is Told to 'Pack a Bag' 

#DerekChauvinTrial 
#GeorgeFloyd… https://t.co/dnlu0K21yf"
252,"Throughout Trial Over #GeorgeFloyd’s Death, Killings by Police Mount https://t.co/va8eZbmDXU"
253,"Former Cop Chauvin Won't Testify, Defense Rests in Death of George Floyd. Now, About Those Riots... 
#Minneapolis… https://t.co/9FVDsWcphv"
254,"“Mr. Floyd had a sudden cardiac arrhythmia due to his atherosclerosis and hypertensive heart disease.”

The death o… https://t.co/QSpWanBFo0"
255,"Who Are the Jurors in the George Floyd Case – and Are They Safe? 
#GeorgeFloyd
#ChauvinTrial 
#DerekChauvinTrial 

https://t.co/8zSuhiie6X"
256,"While getting my MLIS, I volunteered at my neighborhood library, which was later temporarily closed due to damage s… https://t.co/RvOUXhO7JX"
257,"@SinghLions I'm so sorry😕
#UnitedWeRise

If white people won't do
more than tweet about it,
WE have to join forces🙂… https://t.co/TlA5rNWwEN"
258,This thread.  Give it attention.  Don't let this get swept under the rug by LEAs and their business-as-usual.… https://t.co/ogIcykkUfM
259,"As the case continues remember who’s on trial here

#BlackLivesMatter #GeorgeFloyd #PoliceBrutality 

https://t.co/YfsFEG0dQV"
260,"Silence is deafening in Sikh killings at #FedExMassacre 

Indian diaspora in USA will change their profile pic for… https://t.co/l2UW4vKDFD"
261,"Minneapolis done gone Crazy again, gotta protect that white property every time a brother gets killed for no reason… https://t.co/IP5zBKYByl"
262,"@NewJerseyOAG I'm so sorry too💞
#UnitedWeRise

#AdamToledo 
#GeorgeFloyd
#DaunteWright 
#CaronNazario 
#GeorgeFloydJusticeInPolicingAct"
263,Interviewing participants can be heavy. Interviewing Black male participants is heavy. Hearing their experience wit… https://t.co/ZU0kSrtWXc
264,"👇🏾👏🏾👏🏾 PLANDEMIC 2.0 !!
#GeorgeFloyd #Minneapolis https://t.co/wg2CTt0cS3"
265,"Is Chicago police union head right Adam Toledo shooting ""100% justified?"" 🛑 Read BOTH sides of the article at 4b to… https://t.co/nZyl6W8L7Y"
266,"PLEASE watch a  good guy. Let’s see.   2 young BLACK adults, with weapon, trying to rob innocent, ferociously overp… https://t.co/oD06QjIc5U"
267,@TheLadyMachine_ @king_Kendrick21 @DollupD @lperkowski3 yeah POC would just breath exhaust fumes in then #georgefloyd
268,@SuperSt20143643 @BBCSport Twitter stopped it. How convenient. Yes it’s a #psyop as was the #georgefloyd death as h… https://t.co/aqa28Fdq67
269,"Still early, but I’m gonna go ahead &amp; award today’s ‘Dumbest People In America’ 🥇 to these 2.             Also: Wer… https://t.co/v709oQnFfc"
270,"Who will stand up against #CNN and other liberal media, organize crime to stand up and protect police departments a… https://t.co/UdC2JsIDgY"
271,"#Repost @niecynash1 
・・・
My God 💔 #adamtoledo #dauntewright #georgefloyd #massshooting https://t.co/4yubX2Au2E"
272,You know what privilege is? Privilege is planning your own funeral the way Prince Phillip did after you live a long… https://t.co/9xVKlOaMui
273,"@ChrisAlex13927 @LikelyBen @JRehling Yes, absolutely he did! #Racistcops are penny a dozen in #America!… https://t.co/QqqqVYMXCM"
274,Showing full 1-hr episode #48 of the #RevolutionNothingLess show here at RevBooks in #Harlem today Sat Apr 17 5pm.… https://t.co/Vu0ZiNFNVs
275,"It is like the word is already out that #DerekChauvin will not be convicted for the murder of  #GeorgeFloyd . 
Amer… https://t.co/WhjGc2USeH"
276,"#Vegas let’s wake the strip up!! 

#LasVegas #DaunteWright #AdamToledo #BLM #Solidarity #BlackLivesMatter… https://t.co/o37wCPTQJk"
277,Lt Caron Nazario &amp; Adam Toledo is Latino Community #GeorgeFloyd moment which beg Question - Why Hispanic voted GOP… https://t.co/W0sM4Rxlpz
278,"@2distantstrangers amazing short film
In @netflix
 
#blacklivesmatter #oscarnominated 
#racism #georgefloyd… https://t.co/Cejb7TpDOi"
279,"Just catching up on the trial.... I love Jerry Blackwell, he has just ripped Dr Fowler a new bum hole. #GeorgeFloyd… https://t.co/aOlDLi9L4d"
280,"In the midst of the #GeorgeFloyd murder trial  by officer
#DerekUNBOTHEREDChauvin, check out what MARYLAND has done… https://t.co/ThCzFc1ZPW"
281,"#AdamToledo was recruited by a #Chicago gang, known as the #LatinKings. They groom kids who become soldiers &amp; are a… https://t.co/WR0k9BVwqc"
282,@ReverendWarnock Statements like that diminish truly unquestionable crimes like the death of #GeorgeFloyd committed… https://t.co/zh5ovbpfAz
283,Families Supporting Families holding a press conference right now at the Hennepin County Government Center! Justice… https://t.co/LErkkocgqp
284,"Members talking in Astoria abt justice for #AdamToledo #DaunteWright #GeorgeFloyd 
The courts are not stopping raci… https://t.co/TDJz7mnDpa"
285,"What we are witnessing in #Michigan is the @GOP's version of an electoral #GeorgeFloyd. Only this time, they're kil… https://t.co/KYbMw5IwS5"
286,"The #VoterSupression bills TX, et al, are the @GOP's version of an electoral #GeorgeFloyd. Only this time, they're… https://t.co/eLVJLMp375"
287,"Did #DerekChauvin use reasonable force by kneeling on #GeorgeFloyd's neck? 

My AP Explainer on how the answer will… https://t.co/iZTBAfP7jt"
288,"Systemic racism hurts people, even within the Friends community. We all need to do better. Be kind and stand with o… https://t.co/K61UNKbjTd"
289,"98.3% of killings by police from 2013-2020 have not resulted in officers being charged with a crime.
We demand just… https://t.co/tFNZkj7LlB"
290,"#BrooklynCenterPD 
Protestors kneel for a moment of silence 
Runaway Slave Patrol uses #FlashBang 
#DuanteWright… https://t.co/fUQcCdUDdh"
291,The wall of chalk and paint across from the Courthouse is still going strong.. #Minneapolis #GeorgeFloyd https://t.co/HtgfQvY1e3
292,@noahsarkcrypto @Evan_Sally @EvolvingCause @jelani9 @AshaRangappa_ Unless you can name the “seeds of doubt” you spe… https://t.co/lA3u6eD90C
293,"Last on this. 'Only because it would kill me not to say it'.

""How is this #GeorgeFloyd style martyring of bith rea… https://t.co/k5FN0PiAWM"
294,"Since testimony in Derek Chauvin’s trial began on March 29, more than three people a day have died at the hands of… https://t.co/DKA4bEEBaQ"
295,Truth. It is this system of capitalism imperialism that creates the conditions that allow for these horrors to occu… https://t.co/BUHEeOd7Qm
296,"True fact :
White people in this country keep 
getting  away with racism, bigotry and murder and have been for hund… https://t.co/5OUFnzyjOC"
297,"Crickets???

How many more have to die.
This is not good apple bad apple chat.

#POLICEBRUTALITY MUST STOP.
CHANGE… https://t.co/0KMqj2B9Ul"
298,"We can't get comfortable now!  This is y we remember #TamirRice #ElijahMcClain #GeorgeFloyd, #caseygoodson &amp; others… https://t.co/MwQGuUCV4Y"
299,"New video out NOW! 
https://t.co/8FlZTMetrF
#opinion #justice #subscribetomychannel #georgefloyd #reactionvideos… https://t.co/wUmefBjzlk"
300,"It's Saturday, April 17th and an estimated 64 people have been killed by police since the #DerekChauvin trial began… https://t.co/EjOlgUCMWt"
301,"Justice would be bringing my son home to me!
#BlackLivesMatter #DaunteWright #GeorgeFloyd https://t.co/cYVK4lyEA2"
302,"👻ANTIFA ANTIFA ANTIFA...There's also a history of accusing peaceful protest of starting riots.
When the real rioter… https://t.co/gwlXkLLxCK"
303,"Forget #defundthepolice cuz that'll never happen. #demilitarizethepolice. 

@JoeBiden you were elected in the momen… https://t.co/WzSUAlq0v0"
304,"#ChauvinTrial facts
F1: the #Minneapolis police chief &amp; an expert testified  Chauvin’s knee may have been on… https://t.co/ksC1CEqB1y"
305,"What is the reality in this land!😢
#BlackLivesMatter #DaunteWright #GeorgeFloyd https://t.co/ISbTYem6mK"
306,"Ridiculous! #Guelph racist, #TristanCurtis coddles a security blanket at trial. The games played by these racist li… https://t.co/68ET1Uvkqs"
307,"The Shooting of #DaunteWright and the Meaning of #GeorgeFloyd’s #Death. #CelebrityDeath 

https://t.co/TJCxO9i1Vk"
308,"I’m on @cnn at 2pm ET. 
Let’s talk all things policing and how racial bias impacts these outcomes. 
#AdamToledo… https://t.co/EN4iXcWhX4"
309,"Watch Whiteness Work (WWW)

In Minnesota, where cops murdered #PhilandoCastile, #GeorgeFloyd, and #DaunteWright, no… https://t.co/a0zs8qglex"
310,@JLenardDetroit So you didn't watch ANY of the #ChauvinTrial ? Chauvin is a murderer. #GeorgeFloyd had been in cuff… https://t.co/ok1eFX7FHE
311,"Chauvin’s Appeal Groundwork is Set With Verdict Yet to Come  https://t.co/Lv7ds2491z 
@ianmichaellopez
@mayaearls… https://t.co/WejUac5qRX"
312,"Throughout Trial Over #GeorgeFloyd Death, Killings by Police Mount https://t.co/rHcHcWkmzk"
313,And I have a sick feeling at least one of them are in the #GeorgeFloyd jury. :( https://t.co/0RP5tJiHwI
314,"Hard to stomach every network covering #PrincePhilipfuneral while mass shootings, more bad cops killing spree &amp;… https://t.co/31xIzG70fJ"
315,"#GeorgeFloyd 
he had a counterfeit 20 dollar bill."
316,"#AdamToledo ,,, WHY? ,,, WHY? ,,,
WHAT is wrong with Police in the USA? How did these MURDERING thugs ,,, psycho's… https://t.co/YhMNnbZS5s"
317,"WHO IS ON YOUR SIDE #POLICE?

Think about it? Who is defending you during this time of racial reckoning in our nati… https://t.co/CenE3B98E0"
